Linux 2.6.32-431.el6.i686 (bogon) 	06/13/2019 	_i686_	(24 CPU)

12:00:01 AM       DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
12:10:01 AM    dev8-0      0.86      0.00     17.98     20.99      0.01     14.33      3.94      0.34
12:10:01 AM  dev253-0      2.24      0.00     17.91      8.00      0.05     23.94      1.51      0.34
12:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:10:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM    dev8-0      0.33      0.00      3.46     10.52      0.00     10.00      4.87      0.16
12:20:01 AM  dev253-0      0.43      0.00      3.46      8.00      0.00      9.99      3.71      0.16
12:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM    dev8-0      0.34      0.00      3.60     10.64      0.00      9.42      4.67      0.16
12:30:01 AM  dev253-0      0.45      0.00      3.60      8.00      0.00      9.30      3.52      0.16
12:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM    dev8-0      0.33      0.00      3.51     10.52      0.00     10.16      4.89      0.16
12:40:01 AM  dev253-0      0.44      0.00      3.51      8.00      0.00     10.56      3.72      0.16
12:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM    dev8-0      0.34      0.00      3.66     10.75      0.00     10.04      4.88      0.17
12:50:01 AM  dev253-0      0.46      0.00      3.66      8.00      0.00     10.12      3.64      0.17
12:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM    dev8-0      0.39      0.00      4.08     10.55      0.00     10.37      4.89      0.19
01:00:01 AM  dev253-0      0.52      0.00      4.14      8.00      0.01     10.05      3.66      0.19
01:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM    dev8-0      0.35      0.00      3.76     10.79      0.00     10.56      4.59      0.16
01:10:01 AM  dev253-0      0.46      0.00      3.71      8.00      0.00     10.65      3.45      0.16
01:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 AM    dev8-0      0.35      0.00      3.60     10.38      0.00      9.83      4.88      0.17
01:20:01 AM  dev253-0      0.46      0.00      3.69      8.00      0.00      9.57      3.67      0.17
01:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01 AM    dev8-0      0.38      0.00      4.14     10.88      0.00      8.96      5.02      0.19
01:30:01 AM  dev253-0      0.51      0.00      4.04      8.00      0.00      9.25      3.78      0.19
01:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 AM    dev8-0      0.37      0.00      4.64     12.48      0.00     10.23      4.67      0.17
01:40:01 AM  dev253-0      0.58      0.00      4.64      8.00      0.01     10.58      2.99      0.17
01:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:40:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 AM    dev8-0      0.31      0.00      3.31     10.84      0.00     10.96      5.19      0.16
01:50:01 AM  dev253-0      0.41      0.00      3.31      8.00      0.00     11.50      3.83      0.16
01:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 AM    dev8-0      0.34      0.00      3.40     10.15      0.00      9.72      4.88      0.16
02:00:01 AM  dev253-0      0.43      0.00      3.40      8.00      0.00     10.00      3.84      0.16
02:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:00:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:10:01 AM    dev8-0      0.34      0.00      3.69     10.86      0.00     10.57      4.86      0.17
02:10:01 AM  dev253-0      0.46      0.00      3.69      8.00      0.01     11.10      3.58      0.17
02:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:10:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:20:01 AM    dev8-0      0.28      0.00      2.96     10.51      0.00      8.84      4.95      0.14
02:20:01 AM  dev253-0      0.38      0.00      3.02      8.00      0.00      8.92      3.70      0.14
02:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:30:01 AM    dev8-0      0.81      0.00      8.45     10.38      0.01      6.91      4.34      0.35
02:30:01 AM  dev253-0      1.05      0.00      8.39      8.00      0.01      7.46      3.36      0.35
02:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:40:01 AM    dev8-0      0.30      0.00      3.18     10.52      0.00      9.51      4.92      0.15
02:40:01 AM  dev253-0      0.40      0.00      3.18      8.00      0.00      9.29      3.74      0.15
02:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:40:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 AM    dev8-0      0.32      0.00      3.35     10.62      0.00      9.46      4.92      0.15
02:50:01 AM  dev253-0      0.43      0.00      3.40      8.00      0.00      9.83      3.64      0.15
02:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
02:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:01 AM    dev8-0      0.30      0.00      3.27     10.83      0.00      9.69      5.08      0.15
03:00:01 AM  dev253-0      0.40      0.00      3.22      8.00      0.00      9.29      3.81      0.15
03:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:00:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 AM    dev8-0      0.34      0.00      3.40     10.05      0.00      9.24      4.63      0.16
03:10:01 AM  dev253-0      0.43      0.00      3.40      8.00      0.00      9.19      3.69      0.16
03:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:10:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 AM    dev8-0      0.24      0.00      2.59     10.85      0.00      8.49      4.77      0.11
03:20:01 AM  dev253-0      0.32      0.00      2.59      8.00      0.00      8.85      3.52      0.11
03:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 AM    dev8-0      0.30      0.00      3.07     10.34      0.00      9.69      5.03      0.15
03:30:01 AM  dev253-0      0.38      0.00      3.07      8.00      0.00      9.84      3.90      0.15
03:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:01 AM    dev8-0      1.56      6.74     59.92     42.76      0.10     62.36      2.67      0.42
03:40:01 AM  dev253-0      7.64      1.21     59.92      8.00      2.05    268.45      0.49      0.37
03:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:40:01 AM  dev253-2      0.69      5.52      0.00      8.00      0.00      0.99      0.99      0.07
03:50:01 AM    dev8-0      0.72      0.17     20.13     28.19      0.04     56.90      4.24      0.31
03:50:01 AM  dev253-0      2.54      0.17     20.19      8.02      0.20     77.32      1.20      0.31
03:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
03:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 AM    dev8-0      0.33      0.00      3.40     10.30      0.00      9.92      4.93      0.16
04:00:01 AM  dev253-0      0.42      0.00      3.35      8.00      0.00     10.34      3.89      0.16
04:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:00:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 AM    dev8-0      0.31      0.00      3.25     10.44      0.00     10.15      5.17      0.16
04:10:01 AM  dev253-0      0.42      0.00      3.32      8.00      0.00      9.94      3.88      0.16
04:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:10:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 AM    dev8-0      0.30      0.00      3.11     10.24      0.00      9.25      5.15      0.16
04:20:01 AM  dev253-0      0.38      0.00      3.04      8.00      0.00      9.39      4.11      0.16
04:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 AM    dev8-0      0.28      0.00      3.00     10.84      0.00      8.72      4.89      0.14
04:30:01 AM  dev253-0      0.38      0.00      3.00      8.00      0.00      8.62      3.61      0.14
04:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 AM    dev8-0      0.25      0.00      2.65     10.76      0.00      9.05      4.86      0.12
04:40:01 AM  dev253-0      0.33      0.00      2.65      8.00      0.00      9.46      3.62      0.12
04:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:40:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 AM    dev8-0      0.38      0.00      5.22     13.60      0.01     18.25      4.34      0.17
04:50:01 AM  dev253-0      0.65      0.00      5.22      8.00      0.01     15.23      2.55      0.17
04:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
04:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 AM    dev8-0      0.31      0.00      3.29     10.68      0.00      9.48      4.97      0.15
05:00:01 AM  dev253-0      0.41      0.00      3.29      8.00      0.00      9.78      3.73      0.15
05:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:00:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 AM    dev8-0      0.27      0.00      2.84     10.39      0.00      9.56      5.20      0.14
05:10:01 AM  dev253-0      0.36      0.00      2.90      8.00      0.00      9.24      3.93      0.14
05:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:10:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 AM    dev8-0      0.29      0.00      3.00     10.40      0.00      9.61      5.01      0.14
05:20:01 AM  dev253-0      0.37      0.00      2.95      8.00      0.00      9.92      3.92      0.14
05:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 AM    dev8-0      0.29      0.00      3.01     10.27      0.00      9.27      5.05      0.15
05:30:01 AM  dev253-0      0.38      0.00      3.01      8.00      0.00      9.44      3.93      0.15
05:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:01 AM    dev8-0      0.25      0.00      2.67     10.67      0.00      9.77      5.81      0.15
05:40:01 AM  dev253-0      0.34      0.00      2.72      8.00      0.00     10.34      4.28      0.15
05:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:40:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:50:01 AM    dev8-0      0.29      0.00      3.31     11.34      0.00      9.15      4.94      0.14
05:50:01 AM  dev253-0      0.41      0.00      3.26      8.00      0.00      9.24      3.54      0.14
05:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
05:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:00:01 AM    dev8-0      0.35      0.00      3.56     10.32      0.00      9.57      4.66      0.16
06:00:01 AM  dev253-0      0.45      0.00      3.56      8.00      0.00      9.42      3.61      0.16
06:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:00:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:01 AM    dev8-0      0.34      0.00      3.49     10.24      0.00     10.13      5.07      0.17
06:10:01 AM  dev253-0      0.44      0.00      3.49      8.00      0.00     10.32      3.97      0.17
06:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:10:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:20:01 AM    dev8-0      0.32      0.00      3.15      9.88      0.00      9.07      4.98      0.16
06:20:01 AM  dev253-0      0.39      0.00      3.15      8.00      0.00      8.91      4.03      0.16
06:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:30:01 AM    dev8-0      0.33      0.00      3.36     10.29      0.00      8.84      4.72      0.15
06:30:01 AM  dev253-0      0.42      0.00      3.36      8.00      0.00      8.77      3.67      0.15
06:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:40:01 AM    dev8-0      0.27      0.00      2.79     10.52      0.00      8.57      4.91      0.13
06:40:01 AM  dev253-0      0.36      0.00      2.84      8.00      0.00      8.47      3.67      0.13
06:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:40:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:50:01 AM    dev8-0      0.31      0.00      3.47     11.24      0.00      9.82      5.16      0.16
06:50:01 AM  dev253-0      0.43      0.00      3.41      8.00      0.00      9.78      3.73      0.16
06:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
06:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:00:01 AM    dev8-0      0.26      0.00      2.91     11.04      0.00      9.65      4.88      0.13
07:00:01 AM  dev253-0      0.36      0.00      2.91      8.00      0.00      9.56      3.54      0.13
07:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:00:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:10:01 AM    dev8-0      0.39      0.00      5.15     13.20      0.01     16.24      4.48      0.17
07:10:01 AM  dev253-0      0.60      0.00      4.83      8.00      0.01     15.67      2.61      0.16
07:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:10:01 AM  dev253-2      0.04      0.00      0.32      8.00      0.00     12.29      4.29      0.02
07:20:01 AM    dev8-0      0.24      0.00      2.58     10.72      0.00      8.76      4.87      0.12
07:20:01 AM  dev253-0      0.32      0.00      2.58      8.00      0.00      8.80      3.63      0.12
07:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:30:01 AM    dev8-0      0.26      0.00      2.80     10.70      0.00      8.84      4.73      0.12
07:30:01 AM  dev253-0      0.35      0.00      2.80      8.00      0.00      8.78      3.53      0.12
07:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:40:01 AM    dev8-0      0.25      0.00      2.67     10.74      0.00      8.83      4.91      0.12
07:40:01 AM  dev253-0      0.33      0.00      2.67      8.00      0.00      8.88      3.66      0.12
07:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:40:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:01 AM    dev8-0      0.28      0.00      3.23     11.39      0.00      9.11      5.02      0.14
07:50:01 AM  dev253-0      0.40      0.00      3.23      8.00      0.00      9.61      3.52      0.14
07:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
07:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:00:01 AM    dev8-0      0.33      0.00      3.39     10.31      0.00     10.28      4.90      0.16
08:00:01 AM  dev253-0      0.43      0.00      3.47      8.00      0.00      9.94      3.72      0.16
08:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:00:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
08:10:01 AM    dev8-0      0.32      0.00      3.35     10.40      0.00      9.17      4.76      0.15
08:10:01 AM  dev253-0      0.41      0.00      3.27      8.00      0.00      9.04      3.75      0.15
08:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
