Linux 2.6.32-431.el6.i686 (bogon) 	06/10/2019 	_i686_	(24 CPU)

12:00:01 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:00:01 PM     all      0.11      0.00      0.04      0.01      0.00     99.84
01:10:01 PM     all      0.15      0.00      0.05      0.01      0.00     99.79
01:20:01 PM     all      0.06      0.00      0.04      0.00      0.00     99.90
01:30:01 PM     all      0.10      0.00      0.04      0.00      0.00     99.86
01:40:01 PM     all      0.10      0.00      0.04      0.00      0.00     99.86
01:50:01 PM     all      0.18      0.00      0.04      0.01      0.00     99.77
02:00:01 PM     all      0.07      0.00      0.05      0.00      0.00     99.88
02:10:01 PM     all      0.03      0.00      0.04      0.00      0.00     99.92
02:20:01 PM     all      0.04      0.00      0.04      0.01      0.00     99.91
02:30:01 PM     all      0.03      0.00      0.04      0.01      0.00     99.93
02:40:01 PM     all      0.03      0.00      0.04      0.01      0.00     99.92
02:50:01 PM     all      0.04      0.00      0.04      0.01      0.00     99.92
03:00:01 PM     all      0.03      0.00      0.04      0.01      0.00     99.92
03:10:01 PM     all      0.04      0.00      0.04      0.01      0.00     99.91
03:20:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
03:30:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
03:40:01 PM     all      0.05      0.00      0.05      0.00      0.00     99.90
03:50:01 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
04:00:01 PM     all      0.02      0.00      0.04      0.01      0.00     99.93
04:10:01 PM     all      0.03      0.00      0.04      0.01      0.00     99.92
04:20:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
04:30:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
04:40:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
04:50:01 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
05:00:01 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
05:10:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
05:20:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
05:30:01 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
05:40:01 PM     all      0.03      0.00      0.04      0.00      0.00     99.92
05:50:01 PM     all      0.05      0.00      0.04      0.00      0.00     99.91
06:00:01 PM     all      0.04      0.00      0.05      0.01      0.00     99.91
06:10:02 PM     all      0.07      0.00      0.05      0.01      0.00     99.88
06:20:01 PM     all      0.06      0.00      0.05      0.01      0.00     99.88
06:30:01 PM     all      1.09      0.00      0.09      0.02      0.00     98.80
06:40:01 PM     all      0.03      0.00      0.04      0.00      0.00     99.92
06:50:01 PM     all      0.04      0.00      0.04      0.00      0.00     99.92
07:00:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
07:10:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
07:20:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
07:30:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
07:40:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
07:50:01 PM     all      0.03      0.00      0.04      0.00      0.00     99.93
08:00:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
08:10:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
08:20:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
08:30:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
08:40:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.94
08:50:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
09:00:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
09:10:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
09:20:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
09:30:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
09:40:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
09:50:01 PM     all      0.08      0.00      0.05      0.00      0.00     99.87
10:00:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
10:10:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
10:20:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
10:30:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
10:40:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.94
10:50:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
11:00:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
11:10:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.94
11:20:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
11:30:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
11:40:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.94
11:50:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
Average:        all      0.07      0.00      0.04      0.00      0.00     99.88
