Linux 2.6.32-431.el6.i686 (bogon) 	06/11/2019 	_i686_	(24 CPU)

12:00:01 AM       DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
12:10:01 AM    dev8-0      0.64      0.00      7.23     11.29      0.01      9.87      4.58      0.29
12:10:01 AM  dev253-0      0.90      0.00      7.16      8.00      0.01     10.18      3.28      0.29
12:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:10:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM    dev8-0      0.31      0.00      3.24     10.40      0.00     10.08      4.98      0.16
12:20:01 AM  dev253-0      0.41      0.00      3.24      8.00      0.00     10.16      3.84      0.16
12:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM    dev8-0      0.34      0.00      3.68     10.77      0.00     10.85      5.17      0.18
12:30:01 AM  dev253-0      0.46      0.00      3.68      8.00      0.00     10.73      3.84      0.18
12:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM    dev8-0      0.33      0.00      3.57     10.72      0.00     10.55      5.04      0.17
12:40:01 AM  dev253-0      0.45      0.00      3.57      8.00      0.00     10.45      3.76      0.17
12:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM    dev8-0      0.34      0.00      3.57     10.61      0.00      9.97      4.80      0.16
12:50:01 AM  dev253-0      0.45      0.00      3.57      8.00      0.00      9.98      3.62      0.16
12:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM    dev8-0      0.36      0.00      3.84     10.67      0.00     10.23      4.80      0.17
01:00:01 AM  dev253-0      0.48      0.00      3.84      8.00      0.00      9.88      3.60      0.17
01:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
