Linux 2.6.32-431.el6.i686 (bogon) 	06/13/2019 	_i686_	(24 CPU)

12:00:01 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:00:01 PM     all      0.11      0.00      0.04      0.00      0.00     99.85
01:10:01 PM     all      0.11      0.00      0.04      0.00      0.00     99.85
01:20:01 PM     all      0.10      0.00      0.04      0.00      0.00     99.86
07:30:01 PM     all      0.43      0.00      0.06      0.01      0.00     99.49
07:40:01 PM     all      0.92      0.00      0.07      0.00      0.00     99.00
08:10:01 PM     all      0.18      0.00      0.05      0.01      0.00     99.76
08:20:01 PM     all      0.02      0.00      0.04      0.00      0.00     99.93
08:30:01 PM     all      0.06      0.00      0.05      0.00      0.00     99.89
08:40:01 PM     all      0.10      0.00      0.05      0.00      0.00     99.85
08:50:01 PM     all      0.18      0.00      0.04      0.00      0.00     99.78
09:00:01 PM     all      0.10      0.00      0.04      0.00      0.00     99.86
09:10:01 PM     all      0.09      0.00      0.04      0.00      0.00     99.86
09:20:01 PM     all      0.09      0.01      0.05      0.00      0.00     99.84
09:30:01 PM     all      0.10      0.00      0.04      0.00      0.00     99.85
09:40:01 PM     all      0.06      0.00      0.04      0.00      0.00     99.90
09:50:01 PM     all      0.09      0.00      0.04      0.00      0.00     99.87
10:00:01 PM     all      0.15      0.00      0.04      0.00      0.00     99.80
10:10:01 PM     all      0.08      0.00      0.05      0.00      0.00     99.87
10:20:01 PM     all      0.08      0.00      0.05      0.00      0.00     99.86
10:30:01 PM     all      0.13      0.00      0.04      0.00      0.00     99.82
10:40:01 PM     all      0.08      0.00      0.04      0.00      0.00     99.88
10:50:01 PM     all      0.12      0.00      0.04      0.00      0.00     99.83
11:00:01 PM     all      0.07      0.00      0.04      0.00      0.00     99.88
11:10:01 PM     all      0.12      0.00      0.04      0.00      0.00     99.84
11:20:01 PM     all      0.12      0.00      0.04      0.00      0.00     99.84
11:30:01 PM     all      0.07      0.00      0.04      0.00      0.00     99.88
11:40:01 PM     all      0.12      0.00      0.04      0.00      0.00     99.84
11:50:01 PM     all      0.07      0.00      0.04      0.00      0.00     99.88
Average:        all      0.20      0.00      0.05      0.01      0.00     99.74
