Linux 2.6.32-431.el6.i686 (bogon) 	06/08/2019 	_i686_	(24 CPU)

12:00:01 AM       DEV       tps  rd_sec/s  wr_sec/s  avgrq-sz  avgqu-sz     await     svctm     %util
12:10:01 AM    dev8-0      0.74      0.00     10.73     14.57      0.01      9.74      4.35      0.32
12:10:01 AM  dev253-0      1.34      0.00     10.73      8.00      0.02     12.95      2.39      0.32
12:10:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:10:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM    dev8-0      0.33      0.00      3.41     10.40      0.00      9.69      4.93      0.16
12:20:01 AM  dev253-0      0.43      0.00      3.41      8.00      0.00     10.10      3.80      0.16
12:20:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:20:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM    dev8-0      0.32      0.00      3.16     10.03      0.00      9.13      4.94      0.16
12:30:01 AM  dev253-0      0.40      0.00      3.16      8.00      0.00      8.99      3.94      0.16
12:30:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:30:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM    dev8-0      0.31      0.00      3.12     10.06      0.00      9.08      5.04      0.16
12:40:01 AM  dev253-0      0.39      0.00      3.12      8.00      0.00      9.32      4.00      0.16
12:40:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:40:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM    dev8-0      0.33      0.00      3.56     10.73      0.00      9.28      4.76      0.16
12:50:01 AM  dev253-0      0.45      0.00      3.56      8.00      0.00      9.86      3.55      0.16
12:50:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
12:50:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM    dev8-0      0.32      0.00      3.36     10.55      0.00      9.36      4.77      0.15
01:00:01 AM  dev253-0      0.42      0.00      3.36      8.00      0.00      9.40      3.62      0.15
01:00:01 AM  dev253-1      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:00:01 AM  dev253-2      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
01:10:01 AM    dev8-0      0.29      0.00      3.21     10.95      0.00     11.30      4.94      0.14
01:10:01 AM  dev253-0      0.41      0.00      3.31      8.00      0.00     10.84      3.50      0.14
